n_qubits,n_gates,depth,ideal_0,ideal_1,ideal_2,ideal_3,ideal_4,ideal_5,ideal_6,ideal_7,ideal_8,ideal_9,ideal_10,ideal_11,ideal_12,ideal_13,ideal_14,ideal_15,low_0,low_1,low_2,low_3,low_4,low_5,low_6,low_7,low_8,low_9,low_10,low_11,low_12,low_13,low_14,low_15,moderate_0,moderate_1,moderate_2,moderate_3,moderate_4,moderate_5,moderate_6,moderate_7,moderate_8,moderate_9,moderate_10,moderate_11,moderate_12,moderate_13,moderate_14,moderate_15,high_0,high_1,high_2,high_3,high_4,high_5,high_6,high_7,high_8,high_9,high_10,high_11,high_12,high_13,high_14,high_15
3,13,6,0.319,0.0075,0.1859,0.0024,0.0001,0.3025,0.0005,0.1821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.1163,0.1417,0.1085,0.1326,0.1198,0.1178,0.1213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1523,0.1226,0.1339,0.1072,0.1402,0.1079,0.1345,0.1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607,0.1128,0.1449,0.0985,0.1522,0.1059,0.1352,0.0898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8122,0.0,0.0002,0.0,0.1876,0.0,0.1037,0.0421,0.0996,0.0427,0.0457,0.0235,0.0421,0.0169,0.1338,0.0724,0.1338,0.0641,0.0568,0.0316,0.0604,0.0308,0.1283,0.0638,0.1087,0.0517,0.0744,0.0361,0.0613,0.0301,0.0942,0.0648,0.0743,0.0483,0.0538,0.0364,0.0433,0.0305,0.1253,0.0738,0.1034,0.0564,0.0783,0.0458,0.068,0.0367,0.0815,0.0594,0.0676,0.0448,0.0542,0.0311,0.0406,0.0331
2,13,7,0.325,0.3189,0.2357,0.1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.321,0.2723,0.2341,0.1726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3154,0.2673,0.2292,0.1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3283,0.2529,0.2349,0.1839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,12,8,0.2173,0.485,0.1297,0.168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2581,0.3417,0.1959,0.2043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283,0.2952,0.221,0.2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2967,0.2725,0.2246,0.2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11,5,0.6439,0.0,0.3561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5218,0.0832,0.3298,0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4433,0.1421,0.3119,0.1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101,0.1673,0.2912,0.1314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,13,6,0.0163,0.0,0.0,0.0,0.483,0.0,0.0,0.0,0.0099,0.4908,0.0,0.0,0.0,0.0,0.0,0.0,0.1083,0.0769,0.0605,0.0465,0.0936,0.0972,0.0543,0.0587,0.0665,0.0696,0.0449,0.0425,0.0522,0.0609,0.0324,0.035,0.117,0.0829,0.0928,0.0616,0.0749,0.0821,0.0585,0.064,0.0687,0.0499,0.0517,0.0387,0.0449,0.046,0.0321,0.0342,0.1224,0.0795,0.0985,0.0634,0.0802,0.0721,0.0563,0.0558,0.0715,0.0561,0.0528,0.0411,0.0452,0.0409,0.0354,0.0288
2,11,8,0.8988,0.0239,0.006,0.0713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5621,0.1559,0.1435,0.1385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201,0.196,0.2139,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3519,0.1992,0.2656,0.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,3,0.2446,0.2483,0.2555,0.0,0.0,0.0,0.0,0.2516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1767,0.1392,0.1471,0.0984,0.1282,0.0977,0.1035,0.1092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1835,0.1366,0.1351,0.0943,0.15,0.1102,0.1081,0.0822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1984,0.1283,0.1395,0.0927,0.1542,0.1008,0.1139,0.0722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,2,0.1673,0.0,0.0,0.8327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2132,0.1456,0.1699,0.4713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.263,0.2081,0.226,0.3029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3089,0.2214,0.2426,0.2271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,6,0.1661,0.0,0.0935,0.0,0.0,0.0,0.0,0.0,0.7354,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.1303,0.0657,0.0897,0.0551,0.0803,0.0438,0.0568,0.0401,0.1043,0.0496,0.0739,0.0423,0.061,0.0308,0.048,0.0283,0.1206,0.0728,0.0935,0.0605,0.089,0.0543,0.0674,0.0412,0.0779,0.0477,0.0664,0.0361,0.0553,0.036,0.0513,0.03,0.125,0.0718,0.0975,0.0541,0.0927,0.055,0.0729,0.0426,0.0789,0.0469,0.0574,0.0357,0.0643,0.0333,0.045,0.0269
4,18,7,0.1903,0.0,0.0,0.0,0.3064,0.0,0.0,0.0,0.1835,0.0,0.0,0.0,0.3198,0.0,0.0,0.0,0.1383,0.0679,0.0745,0.0452,0.1226,0.0613,0.0663,0.0454,0.0653,0.0434,0.0515,0.0349,0.0593,0.0408,0.0502,0.0331,0.1458,0.0785,0.0767,0.0504,0.1215,0.0683,0.0645,0.04,0.0655,0.0433,0.0476,0.0278,0.062,0.0375,0.0455,0.0251,0.1418,0.0836,0.0794,0.0453,0.1106,0.064,0.0624,0.0366,0.0789,0.0451,0.0519,0.0331,0.0607,0.0387,0.0405,0.0274
4,18,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473,0.031,0.039,0.0253,0.4807,0.3197,0.0337,0.0233,0.0746,0.066,0.0692,0.0569,0.0721,0.0596,0.079,0.0672,0.0608,0.0529,0.0533,0.0523,0.0641,0.0599,0.059,0.0531,0.1095,0.0806,0.084,0.0677,0.0889,0.0684,0.0724,0.0598,0.0619,0.0477,0.0483,0.0434,0.0475,0.0409,0.0456,0.0334,0.1214,0.0882,0.0894,0.0694,0.0879,0.0613,0.0677,0.0519,0.0607,0.0526,0.0533,0.0387,0.0506,0.0395,0.0384,0.029
3,6,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2738,0.3069,0.0735,0.0817,0.0786,0.0925,0.0445,0.0485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2674,0.1897,0.1025,0.0858,0.1257,0.0912,0.0743,0.0634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2509,0.1515,0.1254,0.0808,0.1383,0.0862,0.0991,0.0678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,5,0.0152,0.8943,0.0,0.0,0.0905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1733,0.2128,0.11,0.1153,0.1237,0.1216,0.0742,0.0691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2024,0.1364,0.1463,0.0996,0.1315,0.1131,0.0895,0.0812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2129,0.1434,0.1495,0.1008,0.1287,0.1016,0.0893,0.0738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2261,0.1186,0.1559,0.1054,0.1256,0.0742,0.1231,0.0711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2129,0.1199,0.1688,0.0985,0.1356,0.0728,0.1257,0.0658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2075,0.1243,0.1662,0.1014,0.1372,0.0784,0.113,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,6,0.0011,0.9767,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2033,0.4618,0.1627,0.1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2733,0.3049,0.2149,0.2069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.27,0.2304,0.1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,5,0.698,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2473,0.1286,0.2137,0.1208,0.0862,0.0637,0.0798,0.0599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2202,0.1289,0.1914,0.1068,0.1055,0.0845,0.0902,0.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2146,0.1309,0.1688,0.1099,0.1111,0.0942,0.0992,0.0713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5,2,0.1213,0.6155,0.0408,0.2224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1823,0.5337,0.0653,0.2187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2231,0.4663,0.0986,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2536,0.4203,0.1276,0.1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,14,6,0.0064,0.0049,0.0001,0.0007,0.3752,0.5665,0.0186,0.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0675,0.0661,0.035,0.0343,0.2675,0.2683,0.1302,0.1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1003,0.0835,0.0864,0.0744,0.1857,0.1704,0.1619,0.1374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1153,0.0936,0.1219,0.0981,0.1596,0.1342,0.1557,0.1216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7,3,0.2548,0.2518,0.4339,0.0595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285,0.2356,0.2922,0.1357,0.017,0.0128,0.015,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2813,0.2254,0.2305,0.1633,0.0323,0.0254,0.0278,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2666,0.2177,0.2051,0.1625,0.0453,0.0365,0.0389,0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,3,0.0,0.0,0.0,0.0,0.2612,0.6075,0.0,0.1313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.0756,0.0274,0.035,0.2402,0.3295,0.0976,0.1417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1035,0.1113,0.0617,0.0621,0.2055,0.2213,0.1153,0.1193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1393,0.1229,0.0869,0.0767,0.1898,0.173,0.1108,0.1006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,8,0.2534,0.0,0.2482,0.0,0.2544,0.0,0.244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1384,0.0728,0.1298,0.0618,0.0634,0.0427,0.0571,0.0366,0.0718,0.0482,0.0661,0.0412,0.0541,0.0384,0.0476,0.03,0.1458,0.0786,0.1283,0.0635,0.071,0.0382,0.0613,0.0358,0.075,0.0474,0.0696,0.0375,0.0501,0.0295,0.0428,0.0256,0.138,0.0814,0.1128,0.0675,0.0781,0.0432,0.0636,0.0388,0.0808,0.0486,0.0652,0.0395,0.0492,0.0286,0.0413,0.0234
2,12,7,0.2145,0.0842,0.4056,0.2957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2592,0.1756,0.3207,0.2445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2972,0.218,0.2765,0.2083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3199,0.245,0.2473,0.1878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,7,0.3508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6492,0.0,0.0,0.0,0.1527,0.0989,0.0728,0.0505,0.0884,0.078,0.0463,0.0496,0.0701,0.0482,0.0428,0.0334,0.06,0.0413,0.037,0.03,0.1559,0.0847,0.082,0.0464,0.0978,0.0686,0.058,0.0385,0.0788,0.0497,0.0477,0.0305,0.0602,0.0382,0.038,0.025,0.1475,0.0807,0.087,0.0496,0.1062,0.0677,0.0587,0.0389,0.0831,0.0477,0.0444,0.0298,0.0607,0.0394,0.0361,0.0225
3,12,8,0.093,0.0,0.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2159,0.1217,0.1203,0.0864,0.1372,0.1406,0.0927,0.0852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2298,0.1262,0.112,0.0798,0.1454,0.1368,0.0949,0.0751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2217,0.1291,0.1232,0.0804,0.1517,0.1292,0.0934,0.0713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,9,3,0.0001,0.4181,0.0,0.0754,0.0002,0.4298,0.0,0.0764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0836,0.259,0.0819,0.1367,0.0823,0.2034,0.046,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317,0.2034,0.1072,0.1422,0.0971,0.1393,0.0739,0.1052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.1849,0.1268,0.1357,0.1044,0.1234,0.081,0.0908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,3,0.0034,0.0045,0.3399,0.3399,0.0009,0.0014,0.1531,0.1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0455,0.0424,0.297,0.2828,0.0217,0.0212,0.1526,0.1368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0797,0.0641,0.2786,0.2355,0.0426,0.0356,0.1408,0.1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0933,0.2368,0.1993,0.0597,0.0503,0.1402,0.1094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,4,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001,0.134,0.1711,0.0948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.1808,0.2289,0.1463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3768,0.1974,0.2667,0.1591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,6,4,0.2938,0.0,0.0,0.7062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2627,0.1829,0.1561,0.3983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2874,0.2437,0.2092,0.2597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3097,0.2603,0.2218,0.2082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,10,4,0.0453,0.0038,0.884,0.0669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1603,0.0231,0.5878,0.0898,0.0454,0.0072,0.0746,0.0118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2094,0.0479,0.41,0.0918,0.083,0.0203,0.1131,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2246,0.0693,0.3042,0.0927,0.1117,0.033,0.1271,0.0374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,3,0.5641,0.0,0.4359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5625,0.0286,0.3897,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5349,0.0576,0.3697,0.0378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5059,0.0873,0.3438,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3966,0.0305,0.124,0.0094,0.071,0.0059,0.0466,0.0037,0.0984,0.0079,0.1296,0.0083,0.0255,0.0022,0.0373,0.0031,0.2435,0.0415,0.1278,0.0223,0.0834,0.014,0.0661,0.0101,0.1093,0.0182,0.1272,0.0189,0.0487,0.0086,0.0532,0.0072,0.1897,0.0443,0.1209,0.0301,0.0994,0.0226,0.0657,0.0176,0.1151,0.027,0.1037,0.0245,0.0586,0.0158,0.0543,0.0107
3,11,6,0.9944,0.0,0.0,0.0,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573,0.1063,0.1843,0.0867,0.1285,0.0759,0.0957,0.0653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2313,0.1205,0.1758,0.0944,0.1315,0.0824,0.101,0.0631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2263,0.1177,0.1884,0.0955,0.124,0.0834,0.1004,0.0643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,15,8,0.0,0.4982,0.0,0.0,0.0,0.5018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1274,0.0735,0.0538,0.0452,0.116,0.0596,0.0502,0.0423,0.0831,0.0596,0.0463,0.0391,0.0761,0.0527,0.0397,0.0354,0.1366,0.0726,0.0605,0.0498,0.1138,0.066,0.0529,0.0426,0.0841,0.0503,0.0456,0.0372,0.0749,0.0446,0.0408,0.0277,0.1425,0.0761,0.0675,0.0507,0.1097,0.0622,0.0576,0.0424,0.0871,0.0496,0.0459,0.0317,0.0659,0.0422,0.0381,0.0308
3,7,2,0.7789,0.0,0.0,0.0,0.0,0.0,0.2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4434,0.0399,0.1438,0.0143,0.1564,0.0226,0.1641,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3127,0.0635,0.1673,0.0366,0.191,0.0456,0.1496,0.0337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575,0.0774,0.1761,0.0535,0.1885,0.063,0.1394,0.0446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135,0.0919,0.0391,0.033,0.0468,0.0598,0.0295,0.0414,0.1706,0.1354,0.0417,0.0398,0.0516,0.0536,0.0259,0.0264,0.1261,0.0927,0.0745,0.0498,0.0664,0.0515,0.0412,0.0351,0.0879,0.0959,0.0506,0.0597,0.0512,0.0492,0.0361,0.0321,0.1298,0.09,0.0826,0.0613,0.07,0.0579,0.0471,0.0378,0.0831,0.0761,0.0544,0.0534,0.0498,0.0441,0.0331,0.0295
3,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3471,0.1317,0.1572,0.1247,0.0829,0.05,0.0596,0.0468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2302,0.152,0.164,0.1256,0.1027,0.0746,0.0843,0.0666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2155,0.141,0.1728,0.1114,0.1179,0.0816,0.0945,0.0653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,12,3,0.2075,0.035,0.2167,0.0349,0.2174,0.035,0.2162,0.0373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2203,0.0493,0.2051,0.046,0.2017,0.0486,0.1859,0.0431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2248,0.0693,0.1885,0.0592,0.1892,0.0569,0.1651,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2296,0.0818,0.175,0.0689,0.1747,0.0685,0.1448,0.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,9,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4714,0.2101,0.1632,0.1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3114,0.2653,0.1985,0.2248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2716,0.2823,0.2062,0.2399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7,4,0.071,0.2125,0.1872,0.5293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1789,0.2745,0.206,0.3406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2292,0.2944,0.2114,0.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2579,0.2869,0.2133,0.2419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629,0.1306,0.1134,0.0884,0.0564,0.0477,0.0317,0.0266,0.069,0.0515,0.0395,0.0317,0.0185,0.0136,0.0096,0.0089,0.1756,0.11,0.1014,0.0816,0.0711,0.0566,0.0408,0.0377,0.0807,0.0568,0.0501,0.041,0.0339,0.0272,0.0194,0.0161,0.1498,0.1017,0.0876,0.0667,0.0782,0.0633,0.0468,0.0432,0.0848,0.0607,0.0548,0.0394,0.0441,0.0313,0.0268,0.0208
4,11,5,0.0131,0.0198,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.5311,0.0,0.0,0.0,0.0,0.0,0.0,0.1284,0.0927,0.0572,0.0535,0.0785,0.0819,0.0532,0.0497,0.0716,0.0599,0.0432,0.0404,0.0598,0.0576,0.0395,0.0329,0.1344,0.1018,0.0666,0.0526,0.0881,0.0819,0.0595,0.0485,0.0755,0.0577,0.0392,0.0327,0.0601,0.047,0.0315,0.0229,0.1317,0.0915,0.0725,0.0557,0.0944,0.0744,0.0568,0.0455,0.0772,0.0558,0.0478,0.0316,0.0586,0.0493,0.0336,0.0236
4,8,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3393,0.0754,0.1209,0.0383,0.0247,0.0061,0.0088,0.003,0.1238,0.0539,0.1367,0.0426,0.0091,0.0041,0.0099,0.0034,0.2186,0.0895,0.1189,0.0588,0.0392,0.014,0.0182,0.0089,0.1278,0.0667,0.1224,0.0556,0.0216,0.0123,0.0188,0.0087,0.1896,0.0982,0.1074,0.0639,0.0412,0.0249,0.0271,0.0152,0.1236,0.0695,0.0998,0.0544,0.029,0.0181,0.0252,0.0129
2,8,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121,0.1008,0.105,0.7821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0467,0.1705,0.172,0.6108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0874,0.2094,0.2079,0.4953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,10,4,0.217,0.0,0.0,0.0,0.7134,0.0,0.0696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0812,0.0573,0.0374,0.1041,0.0609,0.0577,0.0395,0.0838,0.0536,0.0454,0.027,0.083,0.0527,0.044,0.0304,0.1149,0.0911,0.0722,0.0605,0.087,0.0661,0.0657,0.0454,0.0685,0.0542,0.0452,0.0398,0.0636,0.0459,0.0441,0.0358,0.1118,0.0907,0.0766,0.0616,0.0898,0.0628,0.0626,0.0498,0.0715,0.0569,0.0497,0.0385,0.0564,0.0486,0.0396,0.0331
3,11,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2395,0.1193,0.1142,0.0763,0.1409,0.0855,0.1456,0.0787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2313,0.1169,0.1234,0.0788,0.1454,0.09,0.1398,0.0744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2194,0.1267,0.1399,0.0789,0.1471,0.0918,0.1228,0.0734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,14,6,0.0781,0.0018,0.9052,0.0149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672,0.0163,0.7466,0.0699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2287,0.0409,0.6218,0.1086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2754,0.0696,0.5197,0.1353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
